178.18,198.17,7,2,0
244.54,113.28,0,0,0
164.67,164.71,3.5,1,0
220.61,164.18,0,0,0
143.62,99.176,0,0,0
201.31,197.7,0,0,0
144.02,132.51,7,2,0
210.87,72.238,3.5,1,0
126.24,169.36,7,2,0
128.5,159.03,7,2,0
163.19,168.63,3.5,1,0
167.21,83.473,7,2,0
162.47,177.2,3.5,1,0
144.47,131.51,7,2,0
126.16,173.17,7,2,0
172.78,203.37,3.5,1,0
163.51,73.333,7,2,0
118.45,185.15,3.5,1,0
176.11,201.05,3.5,1,0
191.9,76.652,3.5,1,0
180.63,59.814,3.5,1,0
201.64,202.91,3.5,1,0
245.38,107.97,0,0,0
202.15,201.74,3.5,1,0
226.2,147.08,3.5,1,0
217.98,70.845,3.5,1,0
134.92,152.83,3.5,1,0
139.84,151.75,3.5,1,0
195.32,217.6,0,0,0
138.44,145.75,3.5,1,0
126.04,169.79,7,2,0
132.06,143.3,7,2,0
244.07,115.52,7,2,0
252.84,105.84,3.5,1,0
195.84,205.83,3.5,1,0
239.33,80.15900000000001,3.5,1,0
219.18,73.497,3.5,1,0
191.33,120.64,7,2,0
175.97,199.3,3.5,1,0
129.61,159.3,3.5,1,0
164.22,182.06,3.5,1,0
157.32,103.89,3.5,1,0
168.22,73.477,3.5,1,0
112.16,185.08,0,0,0
215.51,175.12,0,0,0
160.6,185.43,7,2,0
194.18,114.6,7,2,0
163.9,181.91,3.5,1,0
177.28,147.45,3.5,1,0
181.31,208.53,3.5,1,0
138.93,162.04,0,0,0
133.3,156.29,3.5,1,0
240.38,117.37,3.5,1,0
228.99,93.142,3.5,1,0
133.46,135.39,3.5,1,0
177.89,208.2,3.5,1,0
194.43,216.59,3.5,1,0
200.25,204.38,7,2,0
217.12,170.61,7,2,0
198.14,193.05,0,0,0
216.32,173.38,0,0,0
157.65,105.33,3.5,1,0
237.45,98.72499999999999,3.5,1,0
167.02,193.13,7,2,0
202.56,190.78,3.5,1,0
223.82,159.17,7,2,0
166.7,168.08,3.5,1,0
188.56,175.99,3.5,1,0
206.81,185.79,0,0,0
148.6,155.67,3.5,1,0
212.62,181.31,0,0,0
211.99,69.708,3.5,1,0
206.06,184.37,3.5,1,0
226.75,148.44,0,0,0
177.66,200.93,3.5,1,0
171.3,73.33199999999999,0,0,0
127.87,158.44,3.5,1,0
198.6,101.79,3.5,1,0
208.57,171.15,3.5,1,0
165.13,70.535,7,2,0
197.83,208.44,7,2,0
138.43,186.33,0,0,0
191.51,117,3.5,1,0
159.23,82.348,7,2,0
154.7,187.37,7,2,0
177.73,193.03,3.5,1,0
200.87,204.19,3.5,1,0
182.21,171.63,3.5,1,0
208.95,184.57,0,0,0
193.91,177.06,3.5,1,0
219.61,166.35,0,0,0
241.58,119.6,0,0,0
249.48,82.956,3.5,1,0
197.33,61.173,3.5,1,0
178.08,65.264,3.5,1,0
174.81,200.27,3.5,1,0
156.15,106.02,0,0,0
158.22,179.49,3.5,1,0
198.96,209.92,0,0,0
216.6,170.4,3.5,1,0
161.08,180.19,3.5,1,0
126.1,171.72,3.5,1,0
249.67,86.566,3.5,1,0
236.5,125.64,3.5,1,0
223.58,157.82,0,0,0
184.54,186.95,0,0,0
220.93,161.23,0,0,0
205.75,187.23,3.5,1,0
133.08,136.21,3.5,1,0
189.83,57.663,3.5,1,0
233.77,133.37,3.5,1,0
195.98,215.69,7,2,0
122.2,146,0,0,0
221.88,89.878,3.5,1,0
227.68,147.74,7,2,0
130.49,163.81,7,2,0
220.14,160.08,3.5,1,0
164.67,70.90300000000001,7,2,0
155.71,73.333,0,0,0
137.41,147.52,3.5,1,0
173.11,206.4,3.5,1,0
117.15,187.5,0,0,0
198.16,193.91,3.5,1,0
198.58,209.16,3.5,1,0
169.25,77.756,0,0,0
192.71,114.42,3.5,1,0
155.96,163.18,0,0,0
234.98,130.75,3.5,1,0
177.47,146.59,7,2,0
103.83,181.95,0,0,0
187.71,122.31,7,2,0
241.94,115.28,0,0,0
126.09,165.25,3.5,1,0
171.18,55.948,0,0,0
125.63,190.39,0,0,0
217.28,169.25,0,0,0
153.44,188,7,2,0
127.68,169.89,7,2,0
188.29,122.95,3.5,1,0
150.29,120.57,3.5,1,0
164.32,166.17,3.5,1,0
165.49,68.663,0,0,0
196.75,214.59,0,0,0
170.25,48.415,3.5,1,0
154.67,111.43,7,2,0
157.84,175.63,3.5,1,0
181.68,199.77,7,2,0
239.69,109.77,7,2,0
136.08,191.33,0,0,0
247.92,103.56,3.5,1,0
178.83,171.4,3.5,1,0
198.27,208.61,7,2,0
169.24,50.622,3.5,1,0
200.11,204.67,7,2,0
205.88,89.52200000000001,3.5,1,0
236.57,127.07,0,0,0
204.87,197.83,3.5,1,0
182.46,201.38,7,2,0
206.43,189.51,0,0,0
171.36,167.87,3.5,1,0
139.32,139.23,7,2,0
160.01,186.75,7,2,0
197.38,213.25,0,0,0
193.62,206.19,3.5,1,0
137.23,149.66,7,2,0
188.13,120.84,7,2,0
147.05,183.1,7,2,0
168.38,182.18,3.5,1,0
117.31,184.88,3.5,1,0
208.14,85.878,3.5,1,0
141.47,180.08,0,0,0
216.83,158.7,3.5,1,0
158.25,186.13,3.5,1,0
148.84,123.65,3.5,1,0
196.18,208.05,0,0,0
140.15,182.79,0,0,0
253.15,104.25,3.5,1,0
239.49,110.19,7,2,0
154.3,187.83,3.5,1,0
131.65,158.66,7,2,0
202.99,189.82,3.5,1,0
235.1,132.97,0,0,0
172.75,161.77,7,2,0
206.79,76.495,3.5,1,0
146.3,126.69,3.5,1,0
169.7,160.42,7,2,0
168.92,165.47,3.5,1,0
204.11,192.82,3.5,1,0
162.23,76.041,7,2,0
202.42,191.11,3.5,1,0
194.18,111.26,3.5,1,0
220.49,163.34,7,2,0
223.82,152.18,3.5,1,0
155.78,177.98,0,0,0
140.37,158.97,0,0,0
166.37,196.43,3.5,1,0
240.2,122.2,7,2,0
165.79,85.212,3.5,1,0
209.57,75.169,3.5,1,0
164.52,90.81699999999999,0,0,0
216.88,89.934,3.5,1,0
208.19,190.72,3.5,1,0
206.45,90.937,7,2,0
162.89,74.65900000000001,7,2,0
193.63,120.17,7,2,0
172.24,196.69,7,2,0
138.14,146.37,3.5,1,0
244.44,107.48,3.5,1,0
165.9,87.351,3.5,1,0
222.41,91.761,3.5,1,0
183.47,173.59,3.5,1,0
188.51,190.01,0,0,0
169.67,165.81,3.5,1,0
234.39,130.14,3.5,1,0
202.48,194.56,0,0,0
178.7,52.449,3.5,1,0
191.05,117.96,3.5,1,0
180.6,200.53,7,2,0
164.98,195.41,3.5,1,0
250.14,100.53,3.5,1,0
188.38,122.73,3.5,1,0
173.77,71.828,3.5,1,0
184.14,203.18,3.5,1,0
221.57,159.8,3.5,1,0
173.34,52.505,3.5,1,0
253.86,106.31,3.5,1,0
248.39,99.693,3.5,1,0
177.41,193.69,3.5,1,0
158.5,83.886,7,2,0
158.49,100.97,0,0,0
222.68,157.37,0,0,0
158.33,191.07,3.5,1,0
208.72,188.03,0,0,0
240.12,124,7,2,0
153.29,114.21,3.5,1,0
135.94,143.51,3.5,1,0
150.71,98.819,0,0,0
138.69,130.28,7,2,0
142.87,177.2,0,0,0
119.53,182.78,3.5,1,0
250.16,98.211,3.5,1,0
203.38,192.09,3.5,1,0
160.65,177.84,3.5,1,0
156.16,106.45,3.5,1,0
162.57,173.73,3.5,1,0
125.71,167.05,7,2,0
139.98,141.24,7,2,0
189.7,120.59,7,2,0
214.69,163.48,3.5,1,0
149.49,160.3,0,0,0
196.26,207.87,0,0,0
214.39,69.485,3.5,1,0
178.27,211.95,3.5,1,0
203.24,88.553,7,2,0
180.45,204.6,3.5,1,0
234.69,78.053,3.5,1,0
190.73,192.67,3.5,1,0
236.28,78.77800000000001,3.5,1,0
195.34,177.72,3.5,1,0
163.92,164.35,3.5,1,0
184.63,55.223,3.5,1,0
205.03,183.89,3.5,1,0
239.45,123.8,7,2,0
124.58,171.72,3.5,1,0
226.02,91.783,3.5,1,0
184.73,172.8,3.5,1,0
199.69,192.06,0,0,0
236.48,130.11,0,0,0
249.48,93.107,3.5,1,0
202.47,186.91,0,0,0
122.43,181.24,7,2,0
198.34,207.81,0,0,0
137.01,166.14,0,0,0
161.05,96.355,7,2,0
191.56,177.4,3.5,1,0
205.69,89.143,7,2,0
232.74,80.104,3.5,1,0
234.95,130.51,0,0,0
171.45,73.009,0,0,0
167.81,164.96,3.5,1,0
116.69,189.42,0,0,0
176.83,69.643,3.5,1,0
161.53,96.879,3.5,1,0
158.17,192.04,3.5,1,0
176.28,149.19,7,2,0
177.97,169.67,3.5,1,0
247.4,103.33,3.5,1,0
188.98,176.19,3.5,1,0
199.04,100.84,3.5,1,0
138.41,106.8,0,0,0
210.4,78.22199999999999,3.5,1,0
176.51,201.24,3.5,1,0
173.28,202.31,3.5,1,0
172.53,167.14,3.5,1,0
188.79,75.203,3.5,1,0
201.61,201.15,3.5,1,0
172.68,207.29,3.5,1,0
203.7,198.67,0,0,0
130.31,147.83,3.5,1,0
193.23,123.4,7,2,0
204.55,188.43,0,0,0
213.99,159.49,3.5,1,0
111.51,188.87,0,0,0
147.94,157.37,3.5,1,0
181.49,203.6,3.5,1,0
209.45,68.95099999999999,3.5,1,0
254.32,93.152,3.5,1,0
213.04,167.04,3.5,1,0
171.68,196.44,7,2,0
201.8,82.925,3.5,1,0
186.54,204.3,3.5,1,0
157.34,69.85599999999999,0,0,0
241.28,89.241,3.5,1,0
171.71,160.91,3.5,1,0
160.25,170.67,3.5,1,0
166.47,165.56,3.5,1,0
118.97,180.48,3.5,1,0
202.88,182.89,3.5,1,0
163.13,172.53,3.5,1,0
254.3,106.51,3.5,1,0
142.07,138.01,3.5,1,0
196.16,215.3,7,2,0
254.95,95.69199999999999,3.5,1,0
197.35,209.95,0,0,0
224.63,155.56,0,0,0
138.86,144.99,7,2,0
139.63,144.56,7,2,0
176.36,170.23,3.5,1,0
208,188.13,3.5,1,0
126.65,170.53,3.5,1,0
164.92,71.739,7,2,0
178.99,54.7,3.5,1,0
204.23,196.31,3.5,1,0
134.45,144.44,7,2,0
241.01,84.004,3.5,1,0
159.27,103.05,7,2,0
173.08,210.68,3.5,1,0
157.12,187.89,3.5,1,0
172.46,204.04,3.5,1,0
175.81,67.292,3.5,1,0
163.8,194.82,3.5,1,0
169.72,194.35,7,2,0
111.66,184.84,0,0,0
190.32,75.917,3.5,1,0
161.5,168.1,3.5,1,0
239.1,107.58,7,2,0
149.53,120.55,7,2,0
248.09,106.76,7,2,0
156.68,188.98,3.5,1,0
165.53,172.48,3.5,1,0
139.39,153.38,3.5,1,0
189.63,121.01,3.5,1,0
253.27,88.349,3.5,1,0
149.93,100.47,0,0,0
188.91,193.49,3.5,1,0
181.76,57.419,3.5,1,0
234.19,134.95,7,2,0
206.52,82.02200000000001,3.5,1,0
176.16,200,3.5,1,0
232.11,135.01,3.5,1,0
223.76,155.01,0,0,0
195.01,218.27,0,0,0
206.08,189.32,0,0,0
176.99,206,3.5,1,0
214.99,157.42,3.5,1,0
206.55,187.78,3.5,1,0
201.11,203.67,3.5,1,0
201.69,95.172,3.5,1,0
174.94,168.26,3.5,1,0
133.05,156.83,3.5,1,0
199.58,205.82,7,2,0
179.49,59.447,3.5,1,0
244.72,112.89,0,0,0
105.59,184.11,0,0,0
160.25,161.14,3.5,1,0
229.06,148.02,7,2,0
158.18,164.18,0,0,0
178.38,211.69,3.5,1,0
231.99,76.81699999999999,3.5,1,0
136.41,143.77,7,2,0
173.42,155.48,7,2,0
178.32,207.19,3.5,1,0
208.55,186.94,3.5,1,0
122.26,141.33,0,0,0
205.95,89.26600000000001,7,2,0
189.46,121.1,7,2,0
156.84,107.1,3.5,1,0
158.96,190.5,7,2,0
204.78,188.63,0,0,0
